v1_chunk_id,v2_chunk_ids,mapping_status,policy_source,policy_action,document_id,page_number_1_based
9378b3f5b06da7c0d854f420dd794311dcf5f81e8eb5160cdadbb99f20fd8583,9378b3f5b06da7c0d854f420dd794311dcf5f81e8eb5160cdadbb99f20fd8583,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,2
02b40a9c1727cc98682ab1507bc30fe686abf0ffb13eaff51ba36416bd0847cd,,REMOVED_GENERIC,HUMAN_REVIEW_FINAL,EXCLUDE_GENERIC_OR_NON_EVIDENTIARY_TEXT,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,2
67f06fdc2d274892fb6aff2aad4c91fdfdec2c02cea92b607dd7843ce12a5fd5,67f06fdc2d274892fb6aff2aad4c91fdfdec2c02cea92b607dd7843ce12a5fd5,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,2
e9430a43dd48b9f804a9fbbff91c7f7e6d040f7f7ca35f06c700e64c3844b3c5,e9430a43dd48b9f804a9fbbff91c7f7e6d040f7f7ca35f06c700e64c3844b3c5,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,3
f295a6a3f4d8b7ad7081d710053c1d6d046dfc97cad2ce7d87c1ba481d42434b,f295a6a3f4d8b7ad7081d710053c1d6d046dfc97cad2ce7d87c1ba481d42434b,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,3
feb7f91077cc4d4fe4a18755d67d37c4067c5d3ff4eda97d458ecc55aa68a4ee,feb7f91077cc4d4fe4a18755d67d37c4067c5d3ff4eda97d458ecc55aa68a4ee,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,12xBl7SAd34OSBG2Amc627Oh3MVCxTZhX,3
814440d3eead0259a9a5b2ad8b9c4d898ab1409e499f36dd74234fd77edd5312,814440d3eead0259a9a5b2ad8b9c4d898ab1409e499f36dd74234fd77edd5312,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,132exarJlBhEK5NU9vjbqFdHguFVl6-Kb,1
62133fa403ecd28e7cf5605de890f57d49f4bf65209c404d3d89574013abc62d,62133fa403ecd28e7cf5605de890f57d49f4bf65209c404d3d89574013abc62d,UNCHANGED_RETAINED,HUMAN_REVIEW_FINAL,KEEP_RETRIEVAL_AND_DISPLAY,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,1
caa0005ee81ca8708dc8d2b7674486aa216691d01c53a2fd0b357648a6aa0997,caa0005ee81ca8708dc8d2b7674486aa216691d01c53a2fd0b357648a6aa0997,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,1
e36d634770cacf20c3de86f7a1b550a97942d9406eb42d044086159ac3cd1403,e36d634770cacf20c3de86f7a1b550a97942d9406eb42d044086159ac3cd1403,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,1
b3cc59a3bedf014253d56efd826c0f8e34dc9f22fef7ec349accecb172ee5e48,b3cc59a3bedf014253d56efd826c0f8e34dc9f22fef7ec349accecb172ee5e48,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,2
8298662f192f7a24fe81e67aaa4f82578b18c02165307f5ef1e0c6a4d1d995d0,8298662f192f7a24fe81e67aaa4f82578b18c02165307f5ef1e0c6a4d1d995d0,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,2
cae1e7f0e7c104dc69cb3f571ad058dadd94f813224221c021de23092521a2cd,cae1e7f0e7c104dc69cb3f571ad058dadd94f813224221c021de23092521a2cd,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,2
7659bf7bda313b98df5d386c42da66807b034f8d153ca25de2f8e5106aa3bb9e,7659bf7bda313b98df5d386c42da66807b034f8d153ca25de2f8e5106aa3bb9e,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,2
7edbb63a0c6f90e8fe8ca4cf6c8c76464d08bebd2e8656663d26ab21d0ad4edb,,HUMAN_CONFIRMATION_QUARANTINE,HUMAN_REVIEW_FINAL,HUMAN_CONFIRMATION_REQUIRED,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,2
639daf48e3d3aa810e75e989aefd7783b3a8e4eb2f65470a6491d5c4981a36b0,639daf48e3d3aa810e75e989aefd7783b3a8e4eb2f65470a6491d5c4981a36b0,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,3
3b6b579e380f1a4e8c6bac838f1eb037317eed4f91e3672a305d30cd0bdd7332,3b6b579e380f1a4e8c6bac838f1eb037317eed4f91e3672a305d30cd0bdd7332,UNCHANGED_RETAINED,HUMAN_REVIEW_FINAL,KEEP_RETRIEVAL_AND_DISPLAY,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,3
27fc6e9fb69476803e18ffd8bd2f558df04d08c0bb375945cedbe7dee7dc301b,27fc6e9fb69476803e18ffd8bd2f558df04d08c0bb375945cedbe7dee7dc301b,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
a641761817076a6da0f11574ec5af9fc8444d4a3c952c5b5e4b6c63143e04a60,a641761817076a6da0f11574ec5af9fc8444d4a3c952c5b5e4b6c63143e04a60,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
23c012c5e90e0749054d0ba7d1696647f65369483e699b46bd98d16eb35a6889,23c012c5e90e0749054d0ba7d1696647f65369483e699b46bd98d16eb35a6889,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
b5fcccc3314f618c940e987b87040da6817e61ac223fa1146c0b0223e409fd23,b5fcccc3314f618c940e987b87040da6817e61ac223fa1146c0b0223e409fd23,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
17809c63182ab85d1c0d26794953a52625c35c90b0cc1657f22c34e5bc72f9d6,17809c63182ab85d1c0d26794953a52625c35c90b0cc1657f22c34e5bc72f9d6,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
983e01ca72b8744166bb7efd06de8bd3f3600a11bc9f3946d671107d34719878,983e01ca72b8744166bb7efd06de8bd3f3600a11bc9f3946d671107d34719878,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,4
7f99877b400965f03370dbb4cd2a3887f4a2cab032ed0152540503f07cbde2d4,7f99877b400965f03370dbb4cd2a3887f4a2cab032ed0152540503f07cbde2d4,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
bbc5cc494f42ea9a4d42938c5296c99aebffc166256cc94e904e9a5e7f39cf1e,bbc5cc494f42ea9a4d42938c5296c99aebffc166256cc94e904e9a5e7f39cf1e,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
e35af771522e7ed8b3b188cf6930ce6dc3cf964d73ba7483bacc4a02c48f4635,e35af771522e7ed8b3b188cf6930ce6dc3cf964d73ba7483bacc4a02c48f4635,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
771d6cd603be1337cb318c6d293bec673e0f0f043874c27924588292abb27cd0,771d6cd603be1337cb318c6d293bec673e0f0f043874c27924588292abb27cd0,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
889c488930fab6c606cc0918a79f44724e8fd5b45c8c7444214882dfde3eec1c,889c488930fab6c606cc0918a79f44724e8fd5b45c8c7444214882dfde3eec1c,UNCHANGED_RETAINED,AUTOMATED_FULL_CORPUS_AUDIT,AUTO_QUALITY_PASS,13ZHyQe7ST_y9jq-GO44uPpGuZkRoyoSk,5
